Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Grand Theft Auto V,2013-09-17,1020,15,323,co2lbd
2,Uncharted 4: A Thief's End,2016-05-10,7331,14,355,co1r7h
3,Mafia III,2016-10-07,11492,13,2192,co2mll
4,Resident Evil 4,2005-01-11,974,12,426,co2wk8
5,God of War,2005-03-22,549,11,314,co3ddc
6,Red Dead Redemption 2,2018-10-26,25076,10,352,co1q1f
7,The Witcher 3: Wild Hunt,2015-05-19,1942,9,347,co1wyy
8,Metal Gear Solid V: The Phantom Pain,2015-09-01,1985,8,331,co1v85
9,Shadow of the Colossus,2005-10-18,2207,7,306,co1ozz
10,Borderlands 2,2012-09-18,1011,6,485,co20tn
