Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Last of Us,2013-06-14,1009,15,320,co1r7f
2,Uncharted 2: Among Thieves,2009-10-13,565,14,321,co1tnb
3,Red Dead Redemption,2010-05-18,434,13,322,co2lcv
4,Dark Souls,2011-09-22,2155,12,26,co1x78
5,Grand Theft Auto V,2013-09-17,1020,11,323,co2lbd
6,Portal 2,2011-04-18,72,10,325,co1rs4
7,LittleBigPlanet 2,2011-01-18,2140,9,326,co2ijw
8,Batman: Arkham City,2011-10-18,501,8,327,co1voh
9,Ratchet & Clank Future: A Crack in Time,2009-10-27,1795,7,328,co230p
10,Ultra Street Fighter IV,2014-04-18,6656,6,329,co1w4s
