Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,StarCraft: Brood War,1998-11-30,456,15,1746,co25y0
2,Age of Empires II: Definitive Edition,2019-11-14,55056,14,1747,co1n24
3,Company of Heroes,2006-09-12,654,13,1130,co2ht7
4,Total Annihilation,1997-09-30,918,12,1387,co4l7r
5,Warcraft III: Reign of Chaos,2002-07-03,132,11,1103,co1xuq
6,Supreme Commander: Forged Alliance,2007-11-06,888,10,1748,co2nvf
7,Warhammer 40,000: Dawn of War II,2009-02-19,466,9,1749,co3lu2
8,Homeworld,1999-09-28,749,8,1750,co29ly
9,The Lord of the Rings: The Battle for Middle-earth II,2006-03-02,3155,7,1751,co20oh
10,Command & Conquer: Red Alert,1996-11-22,295,6,1213,co1nx0
