Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,StarCraft II: Wings of Liberty,2010-07-27,239,15,1173,co1tnn
2,They Are Billions,2017-12-13,36616,14,1784,co1n7h
3,Age of Empires IV,2021-10-28,55029,13,1780,co39tg
4,XCOM 2,2016-02-04,10919,12,961,co1mvj
5,Sid Meier's Civilization VI,2016-10-20,19130,11,1299,co5r54
6,Rome: Total War,2004-09-22,438,10,1110,co1zt9
7,Warcraft III: Reforged,2020-01-28,111650,9,1792,co1rrv
8,Dota 2,2013-07-09,2963,8,788,co6ene
9,The Lord of the Rings: The Battle for Middle-earth,2004-12-06,3154,7,1773,co20og
10,Company of Heroes,2006-09-12,654,6,1130,co2ht7
