Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Age of Empires II: The Age of Kings,1999-09-30,327,15,1079,co55xo
2,StarCraft,1998-03-31,230,14,516,co1x7n
3,Warcraft III: Reign of Chaos,2002-07-03,132,13,1103,co1xuq
4,Company of Heroes,2006-09-12,654,12,1130,co2ht7
5,Total Annihilation,1997-09-30,918,11,1387,co4l7r
6,Command & Conquer: Red Alert 2,2000-10-25,245,10,1764,co2345
7,Rise of Nations,2003-05-20,848,9,1761,co2aya
8,Supreme Commander,2007-02-16,276,8,1762,co2jpd
9,Homeworld,1999-09-28,749,7,1750,co29ly
10,Star Wars: Empire at War,2006-02-16,144,6,1765,co1nrw
11,Warhammer 40,000: Dawn of War,2004-09-20,257,5,1766,co1wep
12,Ashes of the Singularity,2016-03-31,11666,4,1767,co1rgl
13,Stronghold,1983-07-01,18539,3,1768,bljxggfonxamditkntms
14,Sins of a Solar Empire,2008-02-04,872,2,1769,co2rb5
