Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Red Dead Redemption 2,2018-10-26,25076,15,352,co1q1f
2,Marvel's Spider-Man,2018-09-07,19565,14,349,co1r77
3,Unpacking,2021-11-02,115843,13,1043,co1t45
4,God of War,2018-04-20,19560,12,345,co1tmu
5,Undertale,2015-09-15,12517,11,413,co2855
6,Batman: Arkham Knight,2015-06-23,5503,10,1246,co1nh1
7,Life is Strange,2015-01-29,7599,9,1573,co1r8e
8,Mass Effect Legendary Edition,2021-05-14,140839,8,367,co2k5h
9,What Remains of Edith Finch,2017-04-24,11233,7,397,co1rbj
10,The Last of Us,2013-06-14,1009,6,320,co1r7f
