Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Undertale,2015-09-15,12517,15,413,co2855
2,Amnesia: A Machine for Pigs,2013-09-10,1882,14,1581,co1rdf
3,Fire Emblem: Three Houses,2019-07-25,26845,13,97,co1n8t
4,Silent Hill 2,2001-09-24,481,12,311,co2vyg
5,Disco Elysium,2019-10-15,26472,11,185,co1sfj
6,The Last of Us,2013-06-14,1009,10,320,co1r7f
7,NieR: Automata,2017-02-23,11208,9,398,co5pcj
8,Dragon Age: Origins,2009-11-03,76,8,1161,co2mvs
9,Metal Gear Solid 4: Guns of the Patriots,2008-06-12,380,7,335,co5eju
10,BioShock,2007-08-21,20,6,391,co2mli
11,Star Wars: Knights of the Old Republic,2003-07-15,116,5,790,co1tmz
12,The Walking Dead: Season One,2012-04-24,1871,4,437,co2j1g
13,Shadow of the Colossus,2005-10-18,2207,3,306,co1ozz
14,Final Fantasy IX,2000-07-07,421,2,302,co2unc
15,Mass Effect 2,2010-01-26,74,1,334,co20ac
