Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Vampire: The Masquerade - Bloodlines,2004-11-16,11,15,1500,co2n14
2,The Longest Journey,1999-11-19,895,14,1569,co5vwq
3,Red Dead Redemption 2,2018-10-26,25076,13,352,co1q1f
4,The Last of Us,2013-06-14,1009,12,320,co1r7f
5,Dragon Age: Origins,2009-11-03,76,11,1161,co2mvs
6,Fire Emblem: Three Houses,2019-07-25,26845,10,97,co1n8t
7,Elden Ring,2022-02-25,119133,9,10,co4jni
8,Silent Hill 2,2001-09-24,481,8,311,co2vyg
9,Enderal,2016-07-01,249452,7,1570,co6hbn
10,Disco Elysium,2019-10-15,26472,6,185,co1sfj
11,BioShock,2007-08-21,20,5,391,co2mli
12,Pathfinder: Wrath of the Righteous,2021-09-02,127254,4,1571,co1uq7
13,Mass Effect,2007-11-20,73,3,1140,co1x7o
14,Syberia,2002-08-09,890,2,1572,co24v9
15,Life is Strange,2015-01-29,7599,1,1573,co1r8e
