Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Halo Infinite,2021-11-15,103281,15,361,co2dto
2,Gears 5,2019-09-09,103292,14,365,co2oz5
3,Forza Horizon 5,2021-11-09,141503,13,360,co3ofx
4,Sea of Thieves: Season 5,2021-12-02,183119,12,718,co49rv
5,Ori and the Will of the Wisps,2020-03-10,37001,11,369,co2e1l
6,Gears Tactics,2020-04-28,103291,10,719,co1uzk
7,Microsoft Flight Simulator,2020-08-17,119295,9,208,co2dqk
8,Sunset Overdrive,2014-10-28,3247,8,720,co20td
9,Vampire Survivors,2021-12-17,186725,7,252,co4bzv
10,As Dusk Falls,2022-07-19,135995,6,294,co4v2t
