Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,BioShock,2007-08-21,20,15,391,co2mli
2,Call of Duty 4: Modern Warfare,2007-11-05,134651,14,912,co2adb
3,Super Mario Galaxy,2007-11-01,1077,13,429,co21ro
4,Portal,2007-10-10,71,12,508,co1x7d
5,Mass Effect,2007-11-20,73,11,1140,co1x7o
6,Halo 3,2007-09-25,987,10,803,co1xhc
7,The Orange Box,2007-10-10,339,9,804,co2yez
8,Crackdown,2007-02-20,2896,8,1141,co1w65
9,Uncharted: Drake's Fortune,2007-11-16,431,7,496,co1tp7
10,The Legend of Zelda: Phantom Hourglass,2007-06-23,1037,6,1142,co3ocu
11,Ōkami,2006-04-20,1271,5,313,co3mpk
12,Guitar Hero III: Legends of Rock,2007-10-28,2671,4,1143,co1wqm
