Position,Title,TotalScore,ListsAppeared
1,BioShock (2007),29,2
2,Super Mario Galaxy (2007),28,2
3,Call of Duty 4: Modern Warfare (2007),27,2
4,Halo 3 (2007),22,2
5,Mass Effect (2007),20,2
6,Portal (2007),19,2
7,The Orange Box (2007),17,2
8,Uncharted: Drake's Fortune (2007),13,2
9,God of War II (2007),11,1
10,Super Paper Mario (2007),10,1
11,Crackdown (2007),8,1
12,The Legend of Zelda: Phantom Hourglass (2007),6,1
13,Ōkami (2006),5,1
14,Guitar Hero III: Legends of Rock (2007),4,1
