Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Pokémon HeartGold Version,2009-09-12,1556,15,510,co1z57
2,Mario Kart DS,2005-11-14,2345,14,1120,co214h
3,New Super Mario Bros.,2006-05-15,1076,13,1134,co21rm
4,The Legend of Zelda: Phantom Hourglass,2007-06-23,1037,12,1142,co3ocu
5,The World Ends with You,2007-07-26,1343,11,1657,co1n67
6,Mario & Luigi: Bowser's Inside Story,2009-09-14,3363,10,1605,co21vr
7,Grand Theft Auto: Chinatown Wars,2009-03-17,3270,9,435,co2lba
8,Advance Wars: Dual Strike,2005-06-23,1693,8,1604,co4otn
9,Elite Beat Agents,2006-11-06,9109,7,1658,co2dyd
10,Professor Layton and the Unwound Future,2008-11-27,1399,6,1609,co1wtg
