Position,Title,TotalScore,ListsAppeared
1,Control (2019),29,2
2,The Outer Worlds (2019),23,2
3,Resident Evil 2 (2019),20,2
4,Outer Wilds (2019),20,2
5,Luigi's Mansion 3 (2019),16,2
6,Apex Legends (2019),15,2
7,Devotion (2019),13,1
8,Star Wars Jedi: Fallen Order (2019),12,1
9,Sayonara Wild Hearts (2019),12,2
10,Baba is You (2019),12,1
11,Sekiro: Shadows Die Twice (2019),11,1
12,Call of Duty: Modern Warfare (2019),10,1
13,Untitled Goose Game (2019),9,1
14,Disco Elysium (2019),8,1
15,Death Stranding (2019),8,1
16,A Short Hike (2019),6,1
17,Pokémon Sword & Pokémon Shield Double Pack (2019),4,1
18,Days Gone (2019),3,1
19,Fire Emblem: Three Houses (2019),3,1
20,The Legend of Zelda: Link's Awakening (2019),2,1
21,Teamfight Tactics (2019),2,1
22,Telling Lies (2019),1,1
23,Total War: Three Kingdoms (2019),1,1
