Position,Title,TotalScore,ListsAppeared
1,Batman: Arkham Asylum (2009),26,2
2,Uncharted 2: Among Thieves (2009),25,2
3,Assassin's Creed II (2009),25,2
4,Left 4 Dead 2 (2009),23,2
5,Call of Duty: Modern Warfare 2 (2009),13,1
6,New Super Mario Bros. Wii (2009),13,1
7,Dragon Age: Origins (2009),12,1
8,Punch-Out!! (2009),11,1
9,Borderlands (2009),10,1
10,Demon's Souls (2009),9,1
11,Rhythm Heaven (2008),9,1
12,Grand Theft Auto: Chinatown Wars (2009),8,1
13,Trials HD (2009),7,1
14,The Beatles: Rock Band (2009),7,1
15,Forza Motorsport 3 (2009),6,1
16,Flower (2009),6,1
17,Killzone 2 (2009),5,1
18,FIFA Soccer 10 (2009),4,1
19,Street Fighter IV (2008),3,1
20,Halo 3: ODST (2009),2,1
21,Fallout 3: Game of the Year Edition (2009),1,1
