Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Stanley Parable,2013-10-17,3035,15,643,co1rc9
2,Limbo,2010-07-21,1331,14,635,co1qrs
3,Hotline Miami,2012-10-23,1384,13,634,co1vqp
4,Braid,2008-08-06,2853,12,630,co25ni
5,Spelunky,2012-07-04,3029,11,631,co47m4
6,Minecraft,2011-11-18,121,10,201,co49x5
7,Fez,2012-04-13,1991,9,644,co1rd9
8,Papers, Please,2013-08-08,2935,8,645,co1vep
9,Dear Esther,2012-02-14,3082,7,646,co2eez
10,Super Meat Boy,2010-10-20,885,6,647,co276m
11,Cuphead,2017-09-29,9061,5,600,co62ao
12,Disco Elysium,2019-10-15,26472,4,185,co1sfj
13,Firewatch,2016-02-09,9730,3,648,co1m35
14,Kentucky Route Zero,2013-01-07,5614,2,405,co3240
15,Night in the Woods,2017-02-21,10148,1,649,co4ovg
