Position,Title,TotalScore,ListsAppeared
1,Uncharted 4: A Thief's End (2016),44,3
2,Overwatch (2016),42,3
3,Titanfall 2 (2016),38,3
4,Dark Souls III (2016),31,3
5,Doom (2016),29,3
6,Battlefield 1 (2016),18,3
7,Final Fantasy XV (2016),15,2
8,Severed (2016),12,1
9,Inside (2016),11,2
10,Assault Android Cactus (2015),11,1
11,The Witcher 3: Wild Hunt - Blood and Wine (2016),10,1
12,Firewatch (2016),10,2
13,Pokémon Sun (2016),10,1
14,The Witness (2016),10,1
15,Hyper Light Drifter (2016),9,1
16,Forza Horizon 3 (2016),8,1
17,Dishonored 2 (2016),7,1
18,SuperHot (2016),7,1
19,Gears of War 4 (2016),6,1
20,"That Dragon, Cancer (2016)",5,1
21,The Last Guardian (2016),4,1
22,XCOM 2 (2016),3,1
23,Pony Island (2016),3,1
24,Deus Ex: Mankind Divided (2016),1,1
25,Layers of Fear (2016),1,1
