Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Alan Wake II,2023-10-17,185246,15,998,co6jar
2,Baldur's Gate 3,2020-10-06,119171,14,989,co670h
3,Resident Evil 4,2023-03-24,132181,13,212,co4tg4
4,Super Mario Bros. Wonder,2023-10-20,254339,12,1438,co6nnl
5,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,11,21,co5vmg
6,Horizon Call of the Mountain,2023-02-22,186309,10,210,co4ti4
7,Paranormasight: The Seven Mysteries of Honjo,2023-03-08,236694,9,2026,co64ro
8,Final Fantasy XVI,2023-06-22,31551,8,987,co5w3k
9,Marvel's Spider-Man 2,2023-12-31,127044,7,991,co5vrx
10,Cocoon,2023-09-29,204627,6,2004,co4v2z
11,Sea of Stars,2023-08-28,131890,5,1908,co215b
12,Star Wars Jedi: Survivor,2023-04-28,201156,4,721,co5uzk
13,El Paso, Elsewhere,2023-09-26,151788,3,2040,co321v
14,The Cosmic Wheel Sisterhood,2023-08-16,247578,2,2047,co6llx
15,Hi-Fi Rush,2023-01-25,233585,1,722,co6219
