Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Baldur's Gate 3,2020-10-06,119171,15,989,co670h
2,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,14,21,co5vmg
3,Alan Wake II,2023-10-17,185246,13,998,co6jar
4,Super Mario Bros. Wonder,2023-10-20,254339,12,1438,co6nnl
5,Marvel's Spider-Man 2,2023-12-31,127044,11,991,co5vrx
6,Dave the Diver,2022-10-27,203722,10,2018,co4v9d
7,Star Wars Jedi: Survivor,2023-04-28,201156,9,721,co5uzk
8,Final Fantasy XVI,2023-06-22,31551,8,987,co5w3k
9,Hi-Fi Rush,2023-01-25,233585,7,722,co6219
10,Diablo IV,2023-06-02,125165,6,986,co69sm
