Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Like a Dragon: Infinite Wealth,2024-01-26,217623,15,2199,co73u4
2,Tekken 8,1970-01-01,217590,14,1520,co6ab7
3,Skull and Bones,2024-02-16,37062,13,2216,co4yl7
4,Brothers: A Tale of Two Sons Remake,2024-02-28,279612,12,2221,co7tae
5,Final Fantasy VII Rebirth,2023-12-31,133236,11,1001,co4vp0
6,Dragon's Dogma II,1970-01-01,115060,10,1524,co4vr8
7,Princess Peach: Showtime!,2024-03-22,254340,9,2215,co731t
8,Rise of the Ronin,2024-03-22,217594,8,2220,co59v0
9,Black Myth: Wukong,2024-08-20,136879,7,2222,co7pnk
10,Paper Mario: The Thousand-Year Door,2004-07-22,3349,6,531,co25us
11,Hades II,1970-01-01,228525,5,1008,co5va1
12,Hollow Knight: Silksong,2023-12-31,115289,4,988,co3vtl
13,Luigi's Mansion 2 HD,2024-06-27,254328,3,2223,co73i3
14,Star Wars Outlaws,2024-12-31,252827,2,2204,co77oz
