Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Avowed,2024-12-31,135994,15,1523,co6m13
2,Destiny 2: The Final Shape,2024-06-04,250645,14,2194,co6zgs
3,Dragon's Dogma II,1970-01-01,115060,13,1524,co4vr8
4,Earth Defense Force 6,2022-08-25,137427,12,2195,co2hee
5,Final Fantasy VII Rebirth,2023-12-31,133236,11,1001,co4vp0
6,Hades II,1970-01-01,228525,10,1008,co5va1
7,Helldivers 2,2024-02-08,250616,9,2196,co741o
8,Homeworld 3,2024-05-13,122123,8,2197,co4a9d
9,Indiana Jones and the Great Circle,2024-12-31,142415,7,2198,co7nbc
10,Like a Dragon: Infinite Wealth,2024-01-26,217623,6,2199,co73u4
11,Little Nightmares III,2024-12-31,262529,5,2200,co6yzm
12,Lost Records: Bloom & Rage,2024-12-31,279642,4,2201,co7ha2
13,Metaphor: ReFantazio,2024-12-31,26602,3,2202,co7hkn
14,Pacific Drive,2024-02-22,217592,2,2203,co7t2e
15,Paper Mario: The Thousand-Year Door,2004-07-22,3349,1,531,co25us
