Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Witcher 3: Wild Hunt,2015-05-19,1942,15,347,co1wyy
2,Rocket League,2015-07-06,11198,14,1037,co5w0w
3,Metal Gear Solid V: The Phantom Pain,2015-09-01,1985,13,331,co1v85
4,Bloodborne,2015-03-24,7334,12,346,co1rba
5,Super Mario Maker,2015-09-10,7339,11,586,co21vl
6,Fallout 4,2015-11-09,9630,10,1241,co1yc6
7,Ori and the Blind Forest,2015-03-11,7344,9,657,co1y41
8,Rise of the Tomb Raider,2015-11-10,7323,8,416,co1rqa
9,Tales from the Borderlands,2014-11-25,6707,7,1242,co20tr
10,Kerbal Space Program,2015-04-27,3102,6,1243,co26n5
11,Until Dawn,2015-08-25,7609,5,1244,co2s5q
12,Splatoon,2015-05-28,7335,4,579,co2hwo
13,Cities: Skylines,2015-03-10,9066,3,763,co1mx3
14,Dying Light,2015-01-26,3042,2,1245,co65yq
15,Xenoblade Chronicles X,2015-04-29,2366,1,583,co1nwh
