Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Blade & Sorcery: Nomad,2021-11-04,196375,15,72,co4mms
2,The Walking Dead: Saints & Sinners,2020-01-23,105416,14,50,co1tgc
3,The Room VR: A Dark Matter,2020-03-26,123991,13,73,co208c
4,Five Nights at Freddy's: Help Wanted,2019-05-28,115304,12,1883,co62bd
5,Resident Evil 4 VR,2021-10-21,172560,11,46,co3zab
6,Population: One,2020-10-22,139377,10,141,co2hxt
7,Walkabout Mini Golf,2020-09-24,142095,9,53,co2nf4
8,Real VR Fishing,2019-09-12,130566,8,1890,co4ul1
9,Contractors,2020-12-03,123603,7,1333,co2psg
10,Demeo,2021-05-06,144763,6,35,co2vf8
11,In Death Unchained,2020-07-23,135118,5,1889,co2a9h
12,Warplanes: WW1 Fighters,2021-03-04,145163,4,1892,co2wjd
13,Lies Beneath,2020-03-31,133280,3,1893,co25go
14,Swarm,2021-04-08,145549,2,1894,co2xee
15,Red Matter 2,2022-08-18,198227,1,1895,co52ly
