Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Ratchet & Clank: Rift Apart,2021-06-11,134582,15,162,co2str
2,Metroid Dread,2021-10-07,15698,14,93,co39zx
3,Halo Infinite,2021-11-15,103281,13,361,co2dto
4,Forza Horizon 5,2021-11-09,141503,12,360,co3ofx
5,Resident Evil Village,2021-05-06,55163,11,127,co2zpu
6,Monster Hunter Rise,2021-03-26,138950,10,591,co3uzk
7,Elden Ring,2022-02-25,119133,9,10,co4jni
8,Unsighted,2021-09-30,111815,8,1044,co3bt4
9,WarioWare: Get It Together!,2021-09-09,152358,7,1719,co3ga5
10,Deathloop,2021-09-14,113598,6,161,co4nzt
11,Death's Door,2021-07-20,145099,5,598,co45xc
12,Psychonauts 2,2021-08-24,14741,4,362,co1sod
13,It Takes Two,2021-03-25,135243,3,363,co2t97
14,Inscryption,2021-10-19,139090,2,1041,co401c
15,Loop Hero,2021-03-04,141533,1,1046,co2mfy
