Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Quake,1996-06-22,333,15,1368,co1ybm
2,Resident Evil,1996-03-22,424,14,341,co20bp
3,The Neverhood,1996-10-31,2164,13,1374,co2h4m
4,Sid Meier's Civilization II,1996-02-29,634,12,25,co5x8t
5,Metal Slug,1996-01-24,1404,11,1202,co20gf
