Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Star Wars: Knights of the Old Republic,2003-07-15,116,15,790,co1tmz
2,Call of Duty,2003-10-29,621,14,1106,co2n19
3,Prince of Persia: The Sands of Time,2003-11-06,836,13,471,co4t8l
4,Viewtiful Joe,2003-06-26,4229,12,1358,co53ji
5,WarioWare, Inc.: Mega Microgames!,2003-03-21,1703,11,1416,co1wpz
6,Tom Clancy's Rainbow Six 3,2003-11-07,9891,10,794,co1p3a
7,The Legend of Zelda: The Wind Waker,2002-12-13,1033,9,532,co3ohz
8,Jak II,2003-10-14,1529,8,316,co2agi
9,Castlevania: Aria of Sorrow,2003-05-06,1134,7,1417,co1nh5
10,Panzer Dragoon Orta,2002-12-19,1672,6,1418,co68yo
