SourceName,SourceURL,SourceId,GeneratedCsvPath
Retrododo,https://retrododo.com/best-master-system-games/,157,retrododo - 2023-05-31_17-01-56.csv
Gamerant,https://gamerant.com/sega-master-system-best-games/,218,gamerant - 2024-05-01_14-35-17.csv
