Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Crusader Kings III,2020-09-01,124954,15,962,co2g3i
2,Stronghold Crusader,2002-07-31,964,14,1772,co2rgk
3,Age of Mythology,2002-10-30,324,13,1790,co2xlp
4,Ancestors Legacy,2018-05-22,28794,12,1803,co1n25
5,Shadow Tactics: Blades of the Shogun,2016-12-06,19085,11,1804,co1r8c
6,Zeus + Poseidon,2016-12-15,90554,10,1805,co2d95
7,Age of Empires IV,2021-10-28,55029,9,1780,co39tg
8,Northgard,2018-03-07,18918,8,1753,guqifzispzew1rubnyzd
9,Timberborn,2021-09-15,126381,7,1806,co6id6
10,The Lord of the Rings: The Battle for Middle-earth II,2006-03-02,3155,6,1751,co20oh
