Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Grand Theft Auto V,2013-09-17,1020,15,323,co2lbd
2,Mass Effect 2,2010-01-26,74,14,334,co20ac
3,Halo 3,2007-09-25,987,13,803,co1xhc
4,BioShock,2007-08-21,20,12,391,co2mli
5,Grand Theft Auto IV,2008-04-29,731,11,337,co2lbv
6,The Elder Scrolls V: Skyrim,2011-11-10,472,10,392,co1tnw
7,Portal 2,2011-04-18,72,9,325,co1rs4
8,Red Dead Redemption,2010-05-18,434,8,322,co2lcv
9,Halo: Reach,2010-09-14,990,7,1170,co1xha
10,The Elder Scrolls IV: Oblivion,2006-03-20,59,6,1129,co1tc8
11,Call of Duty 4: Modern Warfare,2007-11-05,134651,5,912,co2adb
12,Batman: Arkham City,2011-10-18,501,4,327,co1voh
13,The Orange Box,2007-10-10,339,3,804,co2yez
14,Gears of War,2006-11-07,547,2,1128,co28gi
15,Dark Souls,2011-09-22,2155,1,26,co1x78
