Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Mass Effect Trilogy,2012-12-04,45181,15,802,co4a7a
2,Grand Theft Auto V,2013-09-17,1020,14,323,co2lbd
3,Halo 3,2007-09-25,987,13,803,co1xhc
4,Portal 2,2011-04-18,72,12,325,co1rs4
5,The Orange Box,2007-10-10,339,11,804,co2yez
6,The Elder Scrolls V: Skyrim,2011-11-10,472,10,392,co1tnw
7,Red Dead Redemption,2010-05-18,434,9,322,co2lcv
8,Fallout 3,2008-10-28,15,8,483,co1ycw
9,Rock Band 3,2010-10-26,206953,7,805,co4xeq
10,BioShock,2007-08-21,20,6,391,co2mli
11,Batman: Arkham City,2011-10-18,501,5,327,co1voh
12,Halo 4,2012-11-06,991,4,806,co1xhf
13,Dark Souls,2011-09-22,2155,3,26,co1x78
14,Mirror's Edge,2008-11-11,1051,2,807,co5gbw
15,Limbo,2010-07-21,1331,1,635,co1qrs
