Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Phantasy Star,1987-12-20,1233,15,2301,co2b8l
2,Sonic the Hedgehog,1991-12-31,203489,14,2302,co4tpg
3,Asterix,1988-12-31,12242,13,2303,co6t3w
4,The Lucky Dime Caper Starring Donald Duck,1991-12-20,12910,12,947,co4kh5
5,Land of Illusion Starring Mickey Mouse,1993-12-31,8123,11,944,co4zmt
6,Psycho Fox,1989-08-01,46131,10,937,co3k59
7,Alex Kidd in Miracle World,1986-11-01,26778,9,930,co20fm
8,Prince of Persia,1990-07-01,284765,8,2304,co7ped
9,Road Rash,1991-09-30,3249,7,941,co5p41
10,Operation Wolf,1987-11-01,12190,6,2305,co4ihu
11,Golden Axe Warrior,1991-07-01,46147,5,939,co2b8f
12,Do! Run Run,1984-12-31,12729,4,2306,bhsd1igeeyyeesga4d5i
13,Shinobi,1990-12-01,198618,3,931,co4p4l
14,R-Type I,1988-03-25,210579,2,2307,co7dh8
15,Alien Syndrome,1987-10-18,273027,1,2308,co7ah0
