Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Legend of Zelda: Twilight Princess,2006-11-19,1036,15,535,co3mtv
2,Gears of War,2006-11-07,547,14,1128,co28gi
3,The Elder Scrolls IV: Oblivion,2006-03-20,59,13,1129,co1tc8
4,Shadow of the Colossus,2005-10-18,2207,12,306,co1ozz
5,Wii Sports,2006-11-19,2181,11,423,co3vge
6,Company of Heroes,2006-09-12,654,10,1130,co2ht7
7,Dead Rising,2006-08-08,4797,9,1131,co20xf
8,Winning Eleven: Pro Evolution Soccer 2007,2006-04-27,2484,8,1132,co1ug9
9,Half-Life 2: Episode One,2006-06-01,338,7,1133,co2mw3
10,New Super Mario Bros.,2006-05-15,1076,6,1134,co21rm
11,Viva Piñata,2006-11-09,7236,5,1135,co2h1y
12,Guitar Hero,2005-11-08,1285,4,1126,co1wa0
13,Tom Clancy's Rainbow Six: Vegas,2006-11-22,909,3,1136,co1ypo
14,Ōkami,2006-04-20,1271,2,313,co3mpk
15,Dragon Quest VIII: Journey of the Cursed King,2004-11-27,1819,1,470,co1x9z
