Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Sweet Home,1989-12-15,9426,15,2170,co2ywj
2,The Last of Us,2013-06-14,1009,14,320,co1r7f
3,System Shock 2,1999-08-11,22,13,1084,co4bak
4,Resident Evil 2,2019-01-25,19686,12,354,co1ir3
5,Silent Hill 2,2001-09-24,481,11,311,co2vyg
6,Amnesia: The Dark Descent,2010-09-08,111,10,1010,co1qq5
7,Soma,2015-09-21,9727,9,769,co2a20
8,Fatal Frame II: Crimson Butterfly,2003-11-27,5105,8,2171,co1ov0
9,Outlast,2013-09-04,1910,7,1822,co1yat
10,Until Dawn,2015-08-25,7609,6,1244,co2s5q
11,Clock Tower,1995-09-14,18718,5,2180,co4q4f
12,Alien: Isolation,2014-10-06,4754,4,1257,co1vzu
13,The Evil Within 2,2017-10-12,36813,3,2178,co5wgu
14,Haunting Ground,2005-04-21,14605,2,2181,co1ovs
15,Dead by Daylight,2016-06-14,18866,1,2175,co5zky
