SourceName,SourceURL,SourceId,GeneratedCsvPath
Pocket-lint,https://www.pocket-lint.com/meta-quest-3-games/,151,pocket-lint - 2024-01-25_13-44-30.csv
Uploadvr,https://www.uploadvr.com/top-25-best-meta-quest-3-games/,166,uploadvr - 2024-01-25_13-51-03.csv
Dualshockers,https://www.dualshockers.com/meta-quest-3-best-games/,180,dualshockers - 2024-01-25_14-00-44.csv
Shortlist,https://www.shortlist.com/lists/best-oculus-quest-games-400486,165,shortlist - 2024-01-25_14-07-22.csv
Vrheaven,https://vrheaven.io/best-meta-quest-3-games/,378,vrheaven - 2024-01-25_14-11-36.csv
6dofreviews,https://6dofreviews.com/top-ten/best-games-on-quest/,293,6dofreviews - 2024-01-25_14-23-30.csv
Zybervr,https://zybervr.com/blogs/news/best-meta-quest-3-games-to-download,379,zybervr - 2024-01-25_14-26-12.csv
Ggrecon,https://www.ggrecon.com/guides/best-meta-quest-3-games/,210,ggrecon - 2024-01-25_14-28-41.csv
