SourceName,SourceURL,SourceId,GeneratedCsvPath
IGN,https://www.ign.com/articles/best-game-boy-advance-games,94,ign - 2023-08-07_20-32-30.csv
CBR,https://www.cbr.com/best-game-boy-advance-games/,179,cbr - 2023-08-08_14-34-11.csv
GamesRadar+,https://www.gamesradar.com/best-gba-games/,129,gamesradar+ - 2023-08-08_14-36-26.csv
Nintendo Life,https://www.nintendolife.com/guides/50-best-game-boy-advance-gba-games-of-all-time,130,nintendo life - 2023-08-08_14-39-10.csv
Retrododo,https://retrododo.com/best-gameboy-advance-games/,157,retrododo - 2023-08-08_14-42-30.csv
Culturedvultures,https://culturedvultures.com/best-game-boy-advance-games-gba/,158,culturedvultures - 2023-08-08_14-51-20.csv
