Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Mario Kart 8,2014-05-29,2350,15,576,co213q
2,Bayonetta 2,2014-09-20,2135,14,577,qocwccspgmgamvhaplgp
3,Destiny,2014-09-09,1939,13,1256,co1rco
4,Alien: Isolation,2014-10-06,4754,12,1257,co1vzu
5,Forza Horizon 2,2014-09-30,7326,11,1258,co2f5s
6,Middle-earth: Shadow of Mordor,2014-09-30,3025,10,1259,co20pd
7,This War of Mine,2014-11-14,7706,9,656,co3ans
8,Super Smash Bros. for Wii U,2014-11-21,9602,8,580,co213x
9,Far Cry 4,2014-11-18,6801,7,874,co2npa
10,Dark Souls II,2014-03-11,2368,6,1261,co2eoo
11,Never Alone,2014-11-18,7618,5,1262,co2h1t
12,South Park: The Stick of Truth,2014-03-03,1262,4,740,co1v8x
13,Wolfenstein: The New Order,2014-05-20,2031,3,439,co21c0
14,Dragon Age: Inquisition,2014-11-18,1887,2,1263,co2mvy
15,The Vanishing of Ethan Carter,2014-09-25,2939,1,1264,co1r7q
