Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Elden Ring,2022-02-25,119133,15,10,co4jni
2,Immortality,2022-08-30,152288,14,271,co55cl
3,God of War Ragnarök,2022-11-09,112875,13,143,co5s5v
4,Stray,2022-07-19,110248,12,272,co4tt2
5,Cult of the Lamb,2022-08-11,165351,11,273,co55md
6,The Quarry,2022-06-10,194404,10,283,co4kl4
7,Pentiment,2022-11-15,204623,9,254,co4v1e
8,Sifu,2022-02-08,144022,8,284,co4h5s
9,Weird West,2022-03-31,127350,7,285,co4no1
10,Horizon Forbidden West,2022-02-18,112874,6,17,co2gvu
