Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Elden Ring,2022-02-25,119133,15,10,co4jni
2,Immortality,2022-08-30,152288,14,271,co55cl
3,Kirby and the Forgotten Land,2022-03-25,172427,13,269,co3vlw
4,Xenoblade Chronicles 3,2022-07-29,191411,12,89,co4ocq
5,God of War Ragnarök,2022-11-09,112875,11,143,co5s5v
6,The Stanley Parable: Ultra Deluxe,2022-04-27,113119,10,286,co4p71
7,Marvel Snap,2022-10-18,202279,9,255,co5kkd
8,Stray,2022-07-19,110248,8,272,co4tt2
9,Vampire Survivors,2021-12-17,186725,7,252,co4bzv
10,Bayonetta 3,2022-10-28,76888,6,274,co4z2i
