Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Final Fantasy VII,1997-01-31,427,15,247,co2kx2
2,Metal Gear Solid,1998-09-03,375,14,237,co55sj
3,Tekken 3,1997-03-22,1244,13,242,co3tsh
4,Syphon Filter,1999-02-17,4115,12,377,co1y7j
5,Tony Hawk's Pro Skater 2,2000-09-20,913,11,249,co1y77
6,Medal of Honor,1999-10-31,1307,10,394,co2q3l
7,Spyro: Year of the Dragon,2000-10-24,1578,9,395,co3kme
8,Silent Hill,1999-02-23,480,8,256,co2vye
9,Driver 2: Back on the Streets,2000-11-13,6391,7,396,co488q
10,Crash Bandicoot: Warped,1998-10-31,1187,6,243,co55ae
