SourceName,SourceURL,SourceId,GeneratedCsvPath
GamesRadar+,https://www.gamesradar.com/best-psx-games/,129,gamesradar+ - 2023-04-01_21-10-48.csv
IGN,https://www.ign.com/articles/best-ps1-games-playstation,94,ign - 2023-04-03_14-45-59.csv
Gaming Gorilla,https://gaminggorilla.com/best-ps1-games/,156,gaming gorilla - 2023-04-03_15-13-11.csv
Retrododo,https://retrododo.com/best-ps1-games/,157,retrododo - 2023-04-03_21-18-15.csv
Culturedvultures,https://culturedvultures.com/best-ps1-games,158,culturedvultures - 2023-04-03_21-49-15.csv
Retro-sanctuary,https://retro-sanctuary.com/mobile/Top-100-PS1-Games-Page-1-mob.html,159,retro-sanctuary - 2023-04-04_01-30-38.csv
Terra,"https://www.terra.com.br/gameon/os-10-melhores-jogos-do-ps1,24c790538fab6ad96754152cefd70f1199d5oodm.html",160,terra - 2023-04-04_21-32-52.csv
Canaltech,https://canaltech.com.br/games/melhores-jogos-ps1/,161,canaltech - 2023-04-04_21-32-54.csv
Elhombre,https://www.elhombre.com.br/ps1-os-melhores-jogos-do-primeiro-console-da-sony/,162,elhombre - 2023-04-07_17-59-08.csv
Playstation Blog,https://blog.playstation.com/2015/09/10/poll-vote-for-the-best-playstation-game-of-all-time/,163,playstation blog - 2023-04-07_17-59-11.csv
Videojuegos,https://videojuegos.roams.es/amp/rankings/mejores-juegos-ps1/,185,videojuegos - 2023-04-18_16-08-28.csv
Liga dos Games,https://www.ligadosgames.com/melhores-jogos-ps1/,144,liga dos games - 2023-04-18_16-11-31.csv
Sociedadenerd,https://www.sociedadenerd.com.br/2022/09/03/os-10-melhores-jogos-do-playstation-1/,186,sociedadenerd - 2023-04-18_16-14-51.csv
Ludomedia,https://www.ludomedia.it/psx/migliori-giochi-di-sempre/1,214,ludomedia - 2023-05-27_02-32-29.csv
Watchmojo,https://www.watchmojo.com/articles/top-10-ps1-games,241,watchmojo - 2023-06-20_13-32-19.csv
Fpschampion,https://fpschampion.com/best-ps1-games-of-all-time/,291,fpschampion - 2023-08-19_16-17-03.csv
Olhardigital,https://olhardigital.com.br/2023/10/03/games-e-consoles/quais-os-melhores-jogos-do-playstation-1-veja-10-titulos-iconicos/amp/,302,olhardigital - 2023-10-08_17-15-53.csv
