Position,Title,TotalScore,ListsAppeared
1,Halo: Combat Evolved (2001),44,3
2,Grand Theft Auto III (2001),41,3
3,Super Smash Bros. Melee (2001),28,3
4,Metal Gear Solid 2: Sons of Liberty (2001),24,2
5,Final Fantasy X (2001),22,2
6,Tony Hawk's Pro Skater 3 (2001),21,2
7,Devil May Cry (2001),18,2
8,Silent Hill 2 (2001),16,2
9,Black & White (2001),14,1
10,Gran Turismo 3: A-Spec (2001),12,1
11,Max Payne (2001),12,2
12,Jak and Daxter: The Precursor Legacy (2001),11,1
13,Tony Hawk's Pro Skater 2 (2000),10,1
14,Spider-Man: Mysterio's Menace (2001),10,1
15,Conker's Bad Fur Day (2001),9,1
16,Star Wars: Rogue Squadron II - Rogue Leader (2001),7,1
17,Legacy of Kain: Soul Reaver 2 (2001),7,1
18,Luigi's Mansion (2001),6,1
19,Sonic Adventure 2 (2001),5,1
20,The Legend of Zelda: Oracle of Ages (2001),4,1
21,SSX Tricky (2001),2,1
22,Ico (2001),1,1
