Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Outer Wilds,2019-05-28,11737,15,370,co65ac
2,Control,2019-08-27,103329,14,350,co2evj
3,Devotion,2019-02-19,104786,13,1048,co2muf
4,Baba is You,2019-03-13,76638,12,1049,co2hqt
5,Sekiro: Shadows Die Twice,2019-03-22,76882,11,417,co2a23
6,Luigi's Mansion 3,2019-10-31,109455,10,94,co22a9
7,The Outer Worlds,2019-10-25,113114,9,403,co2eew
8,Death Stranding,2019-11-08,19564,8,399,co5vq8
9,Resident Evil 2,2019-01-25,19686,7,354,co1ir3
10,A Short Hike,2019-07-30,116753,6,691,co6e83
11,Sayonara Wild Hearts,2019-09-19,113107,5,754,co2gx1
12,Apex Legends,2019-02-04,114795,4,412,co1wzo
13,Fire Emblem: Three Houses,2019-07-25,26845,3,97,co1n8t
14,Teamfight Tactics,2019-06-26,120176,2,1050,co4ufy
15,Total War: Three Kingdoms,2019-05-23,80961,1,1051,co1rdc
