Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Control,2019-08-27,103329,15,350,co2evj
2,The Outer Worlds,2019-10-25,113114,14,403,co2eew
3,Resident Evil 2,2019-01-25,19686,13,354,co1ir3
4,Star Wars Jedi: Fallen Order,2019-11-15,74701,12,608,co1rbi
5,Apex Legends,2019-02-04,114795,11,412,co1wzo
6,Call of Duty: Modern Warfare,2019-10-25,119177,10,1052,co1rsg
7,Untitled Goose Game,2019-09-20,72813,9,1053,co1vqc
8,Disco Elysium,2019-10-15,26472,8,185,co1sfj
9,Sayonara Wild Hearts,2019-09-19,113107,7,754,co2gx1
10,Luigi's Mansion 3,2019-10-31,109455,6,94,co22a9
11,Outer Wilds,2019-05-28,11737,5,370,co65ac
12,Pokémon Sword & Pokémon Shield Double Pack,2019-11-15,115652,4,1054,co2lj2
13,Days Gone,2019-04-26,19561,3,1055,co1izz
14,The Legend of Zelda: Link's Awakening,2019-09-20,115284,2,103,co1qve
15,Telling Lies,2019-08-23,51528,1,1056,co1m4z
