Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Metroid Fusion,2002-11-17,1104,15,1694,co3w49
2,The Legend of Zelda: The Minish Cap,2004-11-04,1035,14,1113,co3nsk
3,Advance Wars,2001-09-10,1691,13,1629,co25mi
4,WarioWare, Inc.: Mega Microgames!,2003-03-21,1703,12,1416,co1wpz
5,Castlevania: Aria of Sorrow,2003-05-06,1134,11,1417,co1nh5
6,Mario & Luigi: Superstar Saga,2003-11-17,3351,10,1636,co21rg
7,Astro Boy: Omega Factor,2003-12-18,6310,9,1698,co2lir
8,Fire Emblem: The Blazing Blade,2003-04-25,1439,8,1695,co1p7c
9,Mario Kart: Super Circuit,2001-07-21,2343,7,1697,co214v
10,Pokémon Box: Ruby & Sapphire,2003-05-30,93046,6,1634,co2sh1
11,Final Fantasy Tactics Advance,2003-02-14,414,5,1638,co1wyp
12,Super Mario World: Super Mario Advance 2,2001-12-14,16617,4,1699,co6nhk
13,Metroid: Zero Mission,2004-02-09,1107,3,1633,co1vci
14,Mario vs. Donkey Kong,2004-05-24,6505,2,1700,co4prx
15,Tony Hawk's Pro Skater 2,2001-08-21,229927,1,1429,co5xvy
