Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Astro's Playroom,2020-11-12,134597,15,156,co2gw7
2,God of War Ragnarök,2022-11-09,112875,14,143,co5s5v
3,Elden Ring,2022-02-25,119133,13,10,co4jni
4,Ratchet & Clank: Rift Apart,2021-06-11,134582,12,162,co2str
5,Demon's Souls,2020-11-12,134606,11,356,co2kj9
6,Returnal,2021-04-30,134584,10,164,co3wc1
7,Marvel's Spider-Man 2,2023-12-31,127044,9,991,co5vrx
8,Horizon Forbidden West,2022-02-18,112874,8,17,co2gvu
9,Marvel's Spider-Man: Miles Morales,2020-11-12,134581,7,157,co2dwe
10,Astro Bot,2024-09-06,303811,6,2352,co8hl0
11,Cyberpunk 2077,2020-12-09,1877,5,736,co4hk8
12,Final Fantasy VII Rebirth,2023-12-31,133236,4,1001,co4vp0
13,Hogwarts Legacy,2023-02-10,136625,3,20,co2gn3
14,The Last of Us Part I,2022-09-01,204350,2,163,co5xex
15,Ghost of Tsushima: Director's Cut,2021-08-20,153700,1,165,co3p5f
