SourceName,SourceURL,SourceId,GeneratedCsvPath
IGN,https://www.ign.com/articles/the-best-ps5-games,94,ign - 2025-04-23_19-08-53.csv
Paste Magazine,https://www.pastemagazine.com/games/playstation/best-playstation-5-games,127,paste magazine - 2025-04-23_19-28-14.csv
Metacritic,https://www.metacritic.com/browse/games/score/metascore/all/ps5/filtered,141,metacritic - 2025-04-23_16-16-29.csv
GamesRadar+,https://www.gamesradar.com/best-ps5-games/,129,gamesradar+ - 2025-04-23_19-18-18.csv
Tom's Guide,https://www.tomsguide.com/best-picks/the-best-ps5-games,102,tom's guide - 2025-04-23_19-34-16.csv
Pushsquare,https://www.pushsquare.com/guides/best-ps5-games,164,pushsquare - 2025-04-23_19-39-58.csv
Vandal,https://vandal.elespanol.com/reportaje/los-mejores-juegos-para-ps5-top-20,215,vandal - 2025-04-23_19-46-38.csv
SensCritique,https://www.senscritique.com/top/resultats/les_meilleurs_jeux_de_la_play_station_5_ps5/2870682,143,senscritique - 2025-04-23_19-22-45.csv
Techradar,https://www.techradar.com/best/best-ps5-games,377,techradar - 2025-04-23_16-11-43.csv
Thegamer,https://www.thegamer.com/playstation-ps5-best-games-of-all-time-ranked/,193,thegamer - 2025-04-23_20-02-05.csv
Truetrophies,https://www.truetrophies.com/n21952/best-ps5-games,459,truetrophies - 2025-04-23_20-02-07.csv
