Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Super Mario Galaxy,2007-11-01,1077,15,429,co21ro
2,Super Mario Galaxy 2,2010-05-23,1078,14,430,co21tl
3,The Legend of Zelda: Twilight Princess,2006-11-19,1036,13,535,co3mtv
4,Super Smash Bros. Brawl,2008-01-31,1628,12,544,co221w
5,Mario Kart Wii,2008-04-10,2183,11,878,co214e
6,Metroid Prime: Trilogy,2009-08-24,1112,10,1516,co404a
7,The Legend of Zelda: Skyward Sword,2011-11-18,534,9,543,co5wrj
8,World of Goo,2008-10-13,942,8,664,co24jz
9,Rayman Origins,2011-11-15,981,7,1175,co1v7k
10,Wii Sports,2006-11-19,2181,6,423,co3vge
11,Rock Band 3,2010-10-26,206953,5,805,co4xeq
12,Resident Evil 4: Wii Edition,2007-05-31,21533,4,2990,co20ch
13,Rock Band 2,2008-09-14,2692,3,472,co1wp9
14,Guitar Hero 5,2009-09-01,2672,2,1517,co53lb
15,Xenoblade Chronicles,2010-06-10,2364,1,549,co2609
