Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Dragon Age: The Veilguard,1970-01-01,30208,15,2229,co5rwk
2,Astro Bot,2024-09-06,303811,14,2352,co8hl0
3,Final Fantasy VII Rebirth,2023-12-31,133236,13,1001,co4vp0
4,Silent Hill 2,1970-01-01,222341,12,1441,co5l7s
5,Neva,2024-10-15,250621,11,2815,co8x5c
6,Alan Wake II: The Lake House,2024-10-22,273997,10,2926,co8z06
7,Black Myth: Wukong,2024-08-20,136879,9,2222,co7pnk
8,Star Wars Outlaws: Gold Edition,2024-08-27,297043,8,2927,co84zw
9,LEGO Horizon Adventures,2024-11-14,305003,7,2928,co8juk
10,Helldivers 2,2024-02-08,250616,6,2196,co741o
