Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Baldur's Gate 3,2020-10-06,119171,15,989,co670h
2,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,14,21,co5vmg
3,Alan Wake II,2023-10-17,185246,13,998,co6jar
4,Marvel's Spider-Man 2,2023-12-31,127044,12,991,co5vrx
5,Octopath Traveler II,2023-02-24,217554,11,701,co684z
6,Resident Evil 4,2023-03-24,132181,10,212,co4tg4
7,Diablo IV,2023-06-02,125165,9,986,co69sm
8,Super Mario Bros. Wonder,2023-10-20,254339,8,1438,co6nnl
9,Assassin's Creed Mirage,2023-10-12,215060,7,994,co57sj
10,Street Fighter 6,2023-06-02,191692,6,844,co5vst
