Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,God of War Ragnarök,2022-11-09,112875,15,143,co5s5v
2,Elden Ring,2022-02-25,119133,14,10,co4jni
3,Gran Turismo 7,2022-03-04,101006,13,359,co2g84
4,Bloodborne,2015-03-24,7334,12,346,co1rba
5,Resident Evil Village,2021-05-06,55163,11,127,co2zpu
6,Two Point Campus,2022-08-09,150512,10,679,co31nr
7,LEGO Star Wars: The Skywalker Saga,2022-04-05,119305,9,680,co28yb
8,Horizon Forbidden West,2022-02-18,112874,8,17,co2gvu
9,Marvel's Spider-Man: Miles Morales,2020-11-12,134581,7,157,co2dwe
10,The Quarry,2022-06-10,194404,6,283,co4kl4
