Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Last of Us Part II,2020-06-19,26192,15,11,co5ziw
2,The Witcher 3: Wild Hunt,2015-05-19,1942,14,347,co1wyy
3,God of War,2018-04-20,19560,13,345,co1tmu
4,Elden Ring,2022-02-25,119133,12,10,co4jni
5,Red Dead Redemption 2,2018-10-26,25076,11,352,co1q1f
6,Marvel's Spider-Man,2018-09-07,19565,10,349,co1r77
7,Uncharted 4: A Thief's End,2016-05-10,7331,9,355,co1r7h
8,Final Fantasy VII Remake,2020-04-10,11169,8,409,co1qxr
9,Bloodborne,2015-03-24,7334,7,346,co1rba
10,Control,2019-08-27,103329,6,350,co2evj
