Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Grand Theft Auto VI,2025-12-31,52189,15,2074,co7gdk
2,Death Stranding 2: On The Beach,2025-12-31,228530,14,2452,co7p8z
3,Metroid Prime 4: Beyond,2025-12-31,37136,13,2886,co8d8c
4,Monster Hunter Wilds,2025-02-28,279661,12,2884,co904o
5,Doom: The Dark Ages,2025-12-31,302704,11,2488,co8boq
6,Borderlands 4,2025-12-31,314246,10,2883,co97pi
7,Sid Meier's Civilization VII,2025-02-11,305006,9,2914,co8po2
8,Fable,1970-01-01,92550,8,1525,co2e0b
9,Kingdom Come: Deliverance II,2025-02-04,298526,7,2915,co8qmv
10,Mafia: The Old Country,2025-12-31,314276,6,2487,co8pfn
