Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Super Mario Odyssey,2017-10-27,26758,15,90,co1mxf
2,Baldur's Gate 3,2020-10-06,119171,14,989,co670h
3,The Legend of Zelda: Breath of the Wild,2017-03-03,7346,13,23,co3p2d
4,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,12,21,co5vmg
5,Red Dead Redemption 2,2018-10-26,25076,11,352,co1q1f
6,Elden Ring,2022-02-25,119133,10,10,co4jni
7,God of War,2018-04-20,19560,9,345,co1tmu
8,The Last of Us Remastered,2014-07-26,6036,8,410,co5zks
9,Persona 5 Royal,2019-10-31,114283,7,108,co1nic
10,Persona 5,2016-09-15,9927,6,330,co1r76
11,Metroid Prime Remastered,2023-02-08,236663,5,107,co658o
12,Hades,2019-12-10,113112,4,95,co39vc
13,Divinity: Original Sin II,2017-09-14,11800,3,705,co1y5v
14,Journey,2012-03-13,1352,2,332,co1q8q
15,Undertale,2015-09-15,12517,1,413,co2855
