Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Chrono Trigger,1995-03-11,1802,15,519,co3plw
2,Super Mario World 2: Yoshi's Island,1995-08-05,1073,14,568,co2kn9
3,EarthBound,1994-08-27,2899,13,573,co3shr
4,Panzer Dragoon,1995-03-10,1667,12,1195,co2icg
5,Ristar,1995-02-16,7431,11,1196,co1zr0
6,Donkey Kong Country 2: Diddy's Kong Quest,1995-11-21,1092,10,684,co217m
7,Rayman,1995-09-01,1963,9,1197,co1waa
8,Wipeout,1995-09-29,1083,8,1198,co4ayj
9,Comix Zone,1995-08-01,3071,7,852,co21sx
10,Breath of Fire II,1994-12-02,6337,6,1199,co56oc
