Position,Title,TotalScore,ListsAppeared
1,The Elder Scrolls IV: Oblivion (2006),28,2
2,Gears of War (2006),26,2
3,Half-Life 2: Episode One (2006),20,2
4,Company of Heroes (2006),19,2
5,The Legend of Zelda: Twilight Princess (2006),15,1
6,Dead Rising (2006),15,2
7,Bully (2006),14,1
8,Shadow of the Colossus (2005),12,1
9,Ōkami (2006),12,2
10,Wii Sports (2006),11,1
11,Hitman: Blood Money (2006),11,1
12,Winning Eleven: Pro Evolution Soccer 2007 (2006),8,1
13,Metal Gear Solid: Portable Ops (2006),8,1
14,Resistance: Fall of Man (2006),7,1
15,New Super Mario Bros. (2006),6,1
16,Viva Piñata (2006),5,1
17,Guitar Hero (2005),4,1
18,Tom Clancy's Rainbow Six: Vegas (2006),3,1
19,Dragon Quest VIII: Journey of the Cursed King (2004),1,1
