Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Metal Gear Solid,1998-09-03,375,15,237,co55sj
2,Final Fantasy VII,1997-01-31,427,14,247,co2kx2
3,Vagrant Story,2000-02-10,2216,13,267,co2rso
4,Castlevania: Symphony of the Night,1997-03-20,1128,12,238,co53m8
5,Tony Hawk's Pro Skater 2,2000-09-20,913,11,249,co1y77
6,Tekken 3,1997-03-22,1244,10,242,co3tsh
7,Crash Bandicoot,1996-09-09,1185,9,24,co555l
8,Spyro the Dragon,1998-09-10,1576,8,266,co3kmh
9,Gran Turismo 2,1999-12-11,1597,7,244,co20af
10,Oddworld: Abe's Oddysee,1997-09-18,999,6,264,co1y8i
11,Syphon Filter,1999-02-17,4115,5,377,co1y7j
12,Crash Team Racing,1999-09-30,1192,4,344,co5ehy
13,Resident Evil 2,1998-01-21,880,3,248,co2vz0
14,The Legend of Dragoon,1999-12-02,3140,2,378,co4pan
15,Tomb Raider II,1997-10-31,1156,1,379,co3whn
