Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Total War: Warhammer III,2022-02-17,143114,15,276,co2rze
2,Stellaris,2016-05-09,11582,14,1540,co1r75
3,Crusader Kings III,2020-09-01,124954,13,962,co2g3i
4,Europa Universalis IV,2013-08-13,1904,12,1538,co1rby
5,Hearts of Iron IV,2016-06-06,15894,11,1541,co1j86
6,Panzer Corps 2,2020-03-19,27716,10,1554,co1xao
7,Victoria II,2010-08-13,11037,9,1549,co1zs1
8,Age of History II,2018-11-21,188228,8,1555,co5xud
9,Field of Glory: Empires,2019-07-11,112588,7,1553,co2q54
10,Conflict of Nations: World War 3,2018-03-15,86324,6,1552,co3ni6
