Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Elder Scrolls V: Skyrim,2011-11-10,472,15,392,co1tnw
2,Red Dead Redemption,2010-05-18,434,14,322,co2lcv
3,Grand Theft Auto V,2013-09-17,1020,13,323,co2lbd
4,The Witcher 3: Wild Hunt,2015-05-19,1942,12,347,co1wyy
5,Grand Theft Auto: San Andreas,2004-10-26,732,11,304,co2lb9
6,Just Cause 2,2010-03-23,558,10,1688,co1qri
7,Assassin's Creed IV Black Flag,2013-10-29,1970,9,1401,co4qfn
8,Fallout 3,2008-10-28,15,8,483,co1ycw
9,The Legend of Zelda: Breath of the Wild,2017-03-03,7346,7,23,co3p2d
10,Saints Row: The Third,2011-11-15,873,6,1178,co2634
11,Far Cry 3,2012-11-28,529,5,868,co1vpd
12,Borderlands 2,2012-09-18,1011,4,485,co20tn
13,Saints Row 2,2008-10-14,826,3,1693,co1yt7
14,Fallout 4,2015-11-09,9630,2,1241,co1yc6
15,Assassin's Creed,2007-11-13,128,1,1584,co1rrw
