Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Clash of Clans,2012-08-02,5589,15,1291,co1mb8
2,Robbery Bob,2012-12-31,19501,14,1315,co1xwd
3,Flappy Bird,2013-05-24,7671,13,1316,co4ymg
4,Minecraft: Pocket Edition,2012-09-13,46745,12,1311,co1rgc
5,Angry Birds,2009-12-10,2035,11,1283,co4adm
6,Jetpack Joyride,2011-09-01,8978,10,1317,co5fct
7,Extreme Road Trip 2,2012-10-31,64275,9,1318,yh30szwvlhslejtzmmtu
8,Kingdom Rush Frontiers,2013-06-06,6006,8,1319,co1snu
9,Plants vs. Zombies,2009-05-05,1277,7,1287,co69id
10,Temple Run,2011-08-04,2475,6,1280,co2rk3
11,Clash Royale,2016-01-04,15707,5,1307,co1mb7
12,Doodle Jump,2009-04-06,28729,4,1320,co228c
13,Cut the Rope,2010-10-01,9761,3,1321,co49nr
14,Crossy Road,2014-11-20,10635,2,1322,co1o62
15,Dumb Ways to Die,2013-05-06,80659,1,1323,co25op
