Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Temple Run,2011-08-04,2475,15,1280,co2rk3
2,Subway Surfers,2012-05-24,6166,14,1281,co28mj
3,Candy Crush Saga,2012-04-01,251430,13,1282,co6kjn
4,Angry Birds,2009-12-10,2035,12,1283,co4adm
5,Genshin Impact,2020-09-28,119277,11,393,co480t
6,Sky: Children of the Light,2019-07-11,65503,10,1284,co1rhc
7,Geometry Dash,2013-08-12,11642,9,1285,co1mwk
8,Call of Duty: Mobile,2019-05-14,106805,8,1286,co1vqe
9,Plants vs. Zombies,2009-05-05,1277,7,1287,co69id
10,Fruit Ninja,2010-04-21,1684,6,1288,co554v
11,Alto's Adventure,2015-02-19,18130,5,1289,co2shm
12,Marvel Strike Force,2018-03-28,76164,4,1290,co2qnj
13,Clash of Clans,2012-08-02,5589,3,1291,co1mb8
14,Dragon Ball Legends,2018-05-17,95014,2,1292,co2dmq
