Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,The Legend of Zelda: Tears of the Kingdom,2023-05-12,119388,15,21,co5vmg
2,Resident Evil 4,2023-03-24,132181,14,212,co4tg4
3,Final Fantasy XVI,2023-06-22,31551,13,987,co5w3k
4,Starfield,2023-09-06,96437,12,985,co39vv
5,Street Fighter 6,2023-06-02,191692,11,844,co5vst
6,Marvel's Spider-Man 2,2023-12-31,127044,10,991,co5vrx
7,Diablo IV,2023-06-02,125165,9,986,co69sm
8,S.T.A.L.K.E.R. 2: Heart of Chornobyl,2023-12-01,101440,8,993,co5pxn
9,Wo Long: Fallen Dynasty,2023-03-03,204628,7,996,co4v34
10,Hades II,1970-01-01,228525,6,1008,co5va1
