Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,S.T.A.L.K.E.R.: Call of Pripyat,2009-10-02,7605,15,2186,co5pz7
2,System Shock 2,1999-08-11,22,14,1084,co4bak
3,Pathologic,2005-06-09,8074,13,2187,co3qvl
4,Anatomy,2016-02-20,57353,12,2188,co76uf
5,Soma,2015-09-21,9727,11,769,co2a20
6,Alien: Isolation,2014-10-06,4754,10,1257,co1vzu
7,Stories Untold,2017-02-27,27094,9,2189,co45ws
8,Darkwood,2017-08-17,17032,8,2169,co24nh
9,Condemned: Criminal Origins,2005-11-16,6942,7,2168,co2eis
10,The Excavation of Hob's Barrow,2022-09-28,210665,6,282,co5esg
11,Resident Evil Village,2021-05-06,55163,5,127,co2zpu
12,Inscryption,2021-10-19,139090,4,1041,co401c
13,Amnesia: Rebirth,2020-10-20,131785,3,2182,co2iuo
14,Lone Survivor,2012-03-27,8117,2,2190,co2gyd
15,The Evil Within,2014-10-14,4786,1,1839,co5wgs
