Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Elden Ring,2022-02-25,119133,15,10,co4jni
2,Vampire: The Masquerade - Bloodlines,2004-11-16,11,14,1500,co2n14
3,Metal Gear Solid V: The Phantom Pain,2015-09-01,1985,13,331,co1v85
4,American Truck Simulator,2016-02-02,9667,12,1686,co1mw8
5,Subnautica,2018-01-23,9254,11,82,co1iqw
6,Red Dead Redemption 2,2018-10-26,25076,10,352,co1q1f
7,Forza Horizon 5,2021-11-09,141503,9,360,co3ofx
8,Yakuza 0,2015-03-12,11397,8,411,co252x
9,Hitman World of Assassination,2023-01-26,233571,7,1687,co620f
10,A Short Hike,2019-07-30,116753,6,691,co6e83
