Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,BattleBit Remastered,2023-06-15,50531,15,2051,co6m2s
2,Roots of Pacha,2023-04-25,133208,14,2052,co6hnu
3,Dave the Diver,2022-10-27,203722,13,2018,co4v9d
4,Tchia,2023-03-21,134324,12,2053,co62l2
5,Meet Your Maker,2023-04-04,212710,11,2054,co5cbt
