SourceName,SourceURL,SourceId,GeneratedCsvPath
Stuff TV,https://www.stuff.tv/features/most-anticipated-games/,93,stuff tv - 2023-06-05_16-34-43.csv
IGN,https://www.ign.com/playlist/igneditorial/lists/2023s-most-wanted-games,94,ign - 2023-06-05_16-39-05.csv
CBR,https://www.cbr.com/most-anticipated-games-of-2023/,179,cbr - 2023-06-20_12-58-50.csv
Inverse,https://www.inverse.com/gaming/2023-video-game-release-dates-botw-2-starfield,238,inverse - 2023-06-20_13-01-56.csv
as,https://en.as.com/meristation/2022/12/29/news/1672348615_069117.html,239,as - 2023-06-20_13-04-30.csv
Glitched,https://www.glitched.online/top-25-most-anticipated-video-games-of-2023/,240,glitched - 2023-06-20_13-06-11.csv
Essentiallysports,https://www.essentiallysports.com/esports-news-top-10-biggest-and-the-most-anticipated-games-of-2023,249,essentiallysports - 2023-07-10_21-29-48.csv
Fantasywarden,https://fantasywarden.com/games/fantasy-wardens-10-most-anticipated-games-of-2023,250,fantasywarden - 2023-07-10_22-09-53.csv
Apptrigger,https://apptrigger.com/2023/07/06/most-exciting-video-game-releases-q3-2023/,251,apptrigger - 2023-07-10_22-09-54.csv
Thenerdstash,https://thenerdstash.com/10-most-anticipated-games-coming-out-in-2023/,269,thenerdstash - 2023-07-31_01-17-23.csv
Essentiallysports,https://www.essentiallysports.com/esports-news-top-10-biggest-and-the-most-anticipated-games-of-2023/,249,essentiallysports - 2023-07-31_01-17-26.csv
